project,task_name,source,target
hr-标签平台,meta_RB09006,ads.ads_user_tag_detail,ads.ads_tag_metadata
hr-标签平台,meta_RB10001,ads.ads_user_tag_detail,ads.ads_tag_metadata
hr-标签平台,meta_RC01001,ads.ads_user_tag_detail,ads.ads_tag_metadata
hr-标签平台,meta_RC01002,ads.ads_user_tag_detail,ads.ads_tag_metadata
hr-标签平台,meta_RC01003,ads.ads_user_tag_detail,ads.ads_tag_metadata
hr-标签平台,meta_RC01004,ads.ads_user_tag_detail,ads.ads_tag_metadata
hr-标签平台,meta_RE01001,ads.ads_user_tag_detail,ads.ads_tag_metadata
hr-标签平台,meta_RG01001,ads.ads_user_tag_detail,ads.ads_tag_metadata
hr-标签平台,meta_RR01001,ads.ads_user_tag_detail,ads.ads_tag_metadata
hr-标签平台,meta_RR01002,ads.ads_user_tag_detail,ads.ads_tag_metadata
hr-标签平台,meta_RR01003,ads.ads_user_tag_detail,ads.ads_tag_metadata
hr-标签平台,meta_RT01001,ads.ads_user_tag_detail,ads.ads_tag_metadata
hr-标签平台,meta_RV01003,ads.ads_user_tag_detail,ads.ads_tag_metadata
hr-标签平台,meta_RV01008,ads.ads_user_tag_detail,ads.ads_tag_metadata
hr-标签平台,meta_RV02001,ads.ads_user_tag_detail,ads.ads_tag_metadata
hr-标签平台,meta_RV02002,ads.ads_user_tag_detail,ads.ads_tag_metadata
hr-标签平台,meta_RV02003,ads.ads_user_tag_detail,ads.ads_tag_metadata
hr-标签平台,meta_RV02004,ads.ads_user_tag_detail,ads.ads_tag_metadata
hr-标签平台,meta_RV03001,ads.ads_user_tag_detail,ads.ads_tag_metadata
hr-标签平台,meta_RV03002,ads.ads_user_tag_detail,ads.ads_tag_metadata
hr-标签平台,meta_RV04001,ads.ads_user_tag_detail,ads.ads_tag_metadata
hr-标签平台,meta_RV04002,ads.ads_user_tag_detail,ads.ads_tag_metadata
hr-标签平台,meta_RV05001,ads.ads_user_tag_detail,ads.ads_tag_metadata
hr-标签平台,meta_SC01001,ads.ads_user_tag_detail,ads.ads_tag_metadata
hr-标签平台,meta_SC01002,ads.ads_user_tag_detail,ads.ads_tag_metadata
hr-标签平台,meta_SC01003,ads.ads_user_tag_detail,ads.ads_tag_metadata
hr-标签平台,meta_SC01004,ads.ads_user_tag_detail,ads.ads_tag_metadata
hr-标签平台,meta_SC01005,ads.ads_user_tag_detail,ads.ads_tag_metadata
hr-标签平台,meta_ZS01001,ads.ads_user_tag_detail,ads.ads_tag_metadata
hr-标签平台,meta_ZS01002,ads.ads_user_tag_detail,ads.ads_tag_metadata
hr-标签平台,meta_ZS01003,ads.ads_user_tag_detail,ads.ads_tag_metadata
hr-标签平台,meta_ZS01004,ads.ads_user_tag_detail,ads.ads_tag_metadata
hr-标签平台,meta_ZS01005,ads.ads_user_tag_detail,ads.ads_tag_metadata
hr-标签平台,meta_ZS01006,ads.ads_user_tag_detail,ads.ads_tag_metadata
hr-标签平台,meta_ZS01007,ads.ads_user_tag_detail,ads.ads_tag_metadata
hr-标签平台,meta_ZS01008,ads.ads_user_tag_detail,ads.ads_tag_metadata
hr-标签平台,meta_ZS01009,ads.ads_user_tag_detail,ads.ads_tag_metadata
hr-标签平台,meta_ZS01010,ads.ads_user_tag_detail,ads.ads_tag_metadata
hr-标签平台,meta_ZS01011,ads.ads_user_tag_detail,ads.ads_tag_metadata
hr-标签平台,meta_ZS01012,ads.ads_user_tag_detail,ads.ads_tag_metadata
hr-标签平台,meta_ZS01013,ads.ads_user_tag_detail,ads.ads_tag_metadata
hr-标签平台,meta_ZS01014,ads.ads_user_tag_detail,ads.ads_tag_metadata
hr-标签平台,meta_ZS01015,ads.ads_user_tag_detail,ads.ads_tag_metadata
hr-标签平台,meta_ZS01016,ads.ads_user_tag_detail,ads.ads_tag_metadata
hr-标签平台,meta_ZS01017,ads.ads_user_tag_detail,ads.ads_tag_metadata
hr-标签平台,meta_ZS01018,ads.ads_user_tag_detail,ads.ads_tag_metadata
hr-标签平台,meta_ZS01019,ads.ads_user_tag_detail,ads.ads_tag_metadata
hr-标签平台,meta_ZS01020,ads.ads_user_tag_detail,ads.ads_tag_metadata
hr-标签平台,meta_ZS01021,ads.ads_user_tag_detail,ads.ads_tag_metadata
hr-标签平台,meta_ZS01022,ads.ads_user_tag_detail,ads.ads_tag_metadata
hr-标签平台,meta_ZS01023,ads.ads_user_tag_detail,ads.ads_tag_metadata
hr-标签平台,meta_ZS01024,ads.ads_user_tag_detail,ads.ads_tag_metadata
hr-标签平台,meta_ZS01025,ads.ads_user_tag_detail,ads.ads_tag_metadata
hr-标签平台,meta_ZS01026,ads.ads_user_tag_detail,ads.ads_tag_metadata
hr-标签平台,meta_ZS01027,ads.ads_user_tag_detail,ads.ads_tag_metadata
hr-标签平台,meta_ZS01028,ads.ads_user_tag_detail,ads.ads_tag_metadata
hr-标签平台,meta_ZS01029,ads.ads_user_tag_detail,ads.ads_tag_metadata
hr-标签平台,meta_ZS01030,ads.ads_user_tag_detail,ads.ads_tag_metadata
hr-标签平台,meta_ZS01031,ads.ads_user_tag_detail,ads.ads_tag_metadata
hr-标签平台,meta_ZS02001,ads.ads_user_tag_detail,ads.ads_tag_metadata
hr-标签平台,meta_ZS02002,ads.ads_user_tag_detail,ads.ads_tag_metadata
hr-标签平台,meta_ZS02003,ads.ads_user_tag_detail,ads.ads_tag_metadata
hr-标签平台,meta_ZS02006,ads.ads_user_tag_detail,ads.ads_tag_metadata
hr-标签平台,meta_ZS03001,ads.ads_user_tag_detail,ads.ads_tag_metadata
hr-标签平台,meta_ZS03002,ads.ads_user_tag_detail,ads.ads_tag_metadata
hr-标签平台,RB03001,dws.dws_browse_user_page_statistics_day,ads.ads_user_tag_detail
hr-标签平台,RB03003,dws.dws_browse_user_page_statistics_day,ads.ads_user_tag_detail
hr-标签平台,RB03004,dws.dws_browse_user_page_statistics_day,ads.ads_user_tag_detail
hr-标签平台,RG01001,dwd.dwd_hr_resume_basicdata,ads.ads_user_tag_detail
hr-标签平台,tag_JXZS01007,dwd.dwd_hunter_resumehunter_basicdata,ads.ads_hunter_user_tag_detail
hr-标签平台,tag_JXZS01012,dwd.dwd_hunter_resumehunter_basicdata,ads.ads_hunter_user_tag_detail
hr-标签平台,tag_JXZS01013,dwd.dwd_hunter_resumehunter_basicdata,ads.ads_hunter_user_tag_detail
hr-标签平台,tag_JXZS01014,dwd.dwd_hunter_resumehunter_basicdata,ads.ads_hunter_user_tag_detail
hr-标签平台,tag_JXZS01029,dwd.dwd_hunter_resumehunter_basicdata,ads.ads_hunter_user_tag_detail
hr-标签平台,tag_JXZS01030,dwd.dwd_hunter_resumehunter_basicdata,ads.ads_hunter_user_tag_detail
hr-标签平台,tag_JXZS01031,dwd.dwd_hunter_resumehunter_basicdata,ads.ads_hunter_user_tag_detail
hr-标签平台,tag_JXZS01032,dwd.dwd_hunter_resumehunter_basicdata,ads.ads_hunter_user_tag_detail
hr-标签平台,tag_JXZS01032,dwd.dwd_hr_company_servicespecialistdata,ads.ads_hunter_user_tag_detail
hr-标签平台,tag_JXZS01033,dwd.dwd_hunter_resumehunter_basicdata,ads.ads_hunter_user_tag_detail
hr-标签平台,tag_RA01001,dwd.dwd_wx_app_authorization,ads.ads_user_tag_detail
hr-标签平台,tag_RA01002,dwd.dwd_wx_app_authorization,ads.ads_user_tag_detail
hr-标签平台,JXZS01002,dwd.dwd_hunter_resumehunter_basicdata,ads.ads_hunter_user_tag_detail
hr-标签平台,JXZS01004,dwd.dwd_hunter_resumehunter_basicdata,ads.ads_hunter_user_tag_detail
hr-标签平台,JXZS01005,dwd.dwd_hunter_resumehunter_basicdata,ads.ads_hunter_user_tag_detail
hr-标签平台,JXZS01006,dwd.dwd_hunter_resumehunter_basicdata,ads.ads_hunter_user_tag_detail
hr-标签平台,JXZS01006,dwd.dwd_hunter_resumehunter_dictionarybegposition_region_province,ads.ads_hunter_user_tag_detail
hr-标签平台,tag_RA01003,dwd.dwd_wx_app_authorization,ads.ads_user_tag_detail
hr-标签平台,tag_RA01004,dwd.dwd_wx_app_authorization,ads.ads_user_tag_detail
hr-标签平台,tag_RA01005,dwd.dwd_wx_app_authorization,ads.ads_user_tag_detail
hr-标签平台,tag_RA01006,dwd.dwd_wx_app_authorization,ads.ads_user_tag_detail
hr-标签平台,tag_RA01007,dwd.dwd_wx_app_authorization,ads.ads_user_tag_detail
hr-标签平台,tag_RB07010,dwd.dwd_hr_view_job_info,ads.ads_user_tag_detail
hr-标签平台,tag_RB07011,dwd.dwd_hr_view_job_info,ads.ads_user_tag_detail
hr-标签平台,tag_RB07012,dwd.dwd_hr_view_job_info,ads.ads_user_tag_detail
hr-标签平台,tag_RB08001,dwd.dwd_hr_resume_deliverrecord,ads.ads_user_tag_detail
hr-标签平台,tag_RB08002,dwd.dwd_hr_resume_deliverrecord,ads.ads_user_tag_detail
hr-标签平台,tag_RB08003,dwd.dwd_hr_resume_deliverrecord,ads.ads_user_tag_detail
hr-标签平台,tag_RB08004,ods.ods_jobim_msgrecord,ads.ads_user_tag_detail
hr-标签平台,tag_RB08005,ods.ods_jobim_msgrecord,ads.ads_user_tag_detail
hr-标签平台,tag_RB08006,ods.ods_jobim_msgrecord,ads.ads_user_tag_detail
hr-标签平台,tag_RB10001,ods.ods_hr_job_illegalreport,ads.ads_user_tag_detail
hr-标签平台,tag_RE01001,dws.dws_browse_user_page_statistics_day,ads.ads_user_tag_detail
hr-标签平台,tag_RT01001,ods.ods_sessionsuserrecord,ads.ads_user_tag_detail
hr-标签平台,tag_RV01003,dwd.dwd_hr_resume_basicdata,ads.ads_user_tag_detail
hr-标签平台,tag_RV02001,dwd.dwd_hr_resume_basicdata,ads.ads_user_tag_detail
hr-标签平台,tag_RV02001,ods.ods_hr_resume_identifycode,ads.ads_user_tag_detail
hr-标签平台,tag_RV02004,dwd.dwd_hr_resume_basicdata,ads.ads_user_tag_detail
hr-标签平台,tag_RV03001,dwd.dwd_hr_resume_basicdata,ads.ads_user_tag_detail
hr-标签平台,tag_RV03001,ods.ods_resume_attachment,ads.ads_user_tag_detail
hr-标签平台,tag_RV04001,dwd.dwd_register_data,ads.ads_user_tag_detail
hr-标签平台,tag_RV04001,dwd.dwd_hr_resume_basicdata,ads.ads_user_tag_detail
hr-标签平台,tag_SC01001,ads.ads_user_tag_detail,ads.ads_user_tag_detail
hr-标签平台,tag_SC01002,ads.ads_user_tag_detail,ads.ads_user_tag_detail
hr-标签平台,tag_SC01003,ads.ads_user_tag_detail,ads.ads_user_tag_detail
hr-标签平台,tag_SC01004,ads.ads_user_tag_detail,ads.ads_user_tag_detail
hr-标签平台,tag_SC01005,ads.ads_user_tag_detail,ads.ads_user_tag_detail
hr-标签平台,tag_ZS01026,dwd.dwd_register_data,ads.ads_user_tag_detail
hr-标签平台,tag_ZS01027,dwd.dwd_register_data,ads.ads_user_tag_detail
hr-标签平台,tag_ZS01028,dwd.dwd_register_data,ads.ads_user_tag_detail
hr-标签平台,tag_ZS01029,dwd.dwd_hr_resume_basicdata,ads.ads_user_tag_detail
hr-标签平台,tag_ZS01030,dwd.dwd_hr_resume_basicdata,ads.ads_user_tag_detail
hr-标签平台,tag_ZS01031,dwd.dwd_hr_resume_basicdata,ads.ads_user_tag_detail
hr-标签平台,ZS01001,dwd.dwd_hr_resume_basicdata,ads.ads_user_tag_detail
hr-标签平台,ZS01003,dwd.dwd_hr_resume_basicdata,ads.ads_user_tag_detail
hr-标签平台,ZS01007,dwd.dwd_hr_resume_basicdata,ads.ads_user_tag_detail
hr-标签平台,ZS01008,dwd.dwd_hr_resume_basicdata,ads.ads_user_tag_detail
hr-标签平台,ZS01008,ods.ods_hr_resume_educationbasicdata,ads.ads_user_tag_detail
hr-标签平台,ZS01009,dwd.dwd_hr_resume_basicdata,ads.ads_user_tag_detail
hr-标签平台,ZS01009,ods.ods_hr_resume_educationbasicdata,ads.ads_user_tag_detail
hr-标签平台,RB02001,dwd.dwd_hr_view_job_info,ads.ads_user_tag_detail
hr-标签平台,RB02001,dwd.dwd_hr_resume_deliverrecord,ads.ads_user_tag_detail
hr-标签平台,RB02001,dwd.dwd_hr_company_basicdata,ads.ads_user_tag_detail
hr-标签平台,RB02001,dwd.dwd_hr_job_basicdata,ads.ads_user_tag_detail
hr-标签平台,RB02001,dws.dws_job_avgsalary,ads.ads_user_tag_detail
hr-标签平台,RB03002,dws.dws_browse_user_page_statistics_day,ads.ads_user_tag_detail
hr-标签平台,ZS01010,dwd.dwd_hr_resume_basicdata,ads.ads_user_tag_detail
hr-标签平台,ZS01010,ods.ods_hr_resume_educationbasicdata,ads.ads_user_tag_detail
hr-标签平台,RB04001,dwd.dwd_hr_click_log,ads.ads_user_tag_detail
hr-标签平台,RB04001,dwd.dwd_hr_job_basicdata,ads.ads_user_tag_detail
hr-标签平台,RB04002,dwd.dwd_hr_click_log,ads.ads_user_tag_detail
hr-标签平台,RB04002,dwd.dwd_hr_job_basicdata,ads.ads_user_tag_detail
hr-标签平台,RB04003,dwd.dwd_hr_click_log,ads.ads_user_tag_detail
hr-标签平台,RB04003,dwd.dwd_hr_job_basicdata,ads.ads_user_tag_detail
hr-标签平台,RB04004,ods.ods_hr_search_log,ads.ads_user_tag_detail
hr-标签平台,ZS01011,dwd.dwd_hr_resume_basicdata,ads.ads_user_tag_detail
hr-标签平台,ZS01011,ods.ods_hr_resume_educationbasicdata,ads.ads_user_tag_detail
hr-标签平台,ZS01012,dwd.dwd_hr_resume_basicdata,ads.ads_user_tag_detail
hr-标签平台,ZS01013,dwd.dwd_hr_resume_basicdata,ads.ads_user_tag_detail
hr-标签平台,ZS01014,dwd.dwd_hr_resume_basicdata,ads.ads_user_tag_detail
hr-标签平台,ZS01023,dwd.dwd_hr_resume_basicdata,ads.ads_user_tag_detail
hr-标签平台,ZS01023,ods.ods_hr_resume_dictionarybegposition_region_province,ads.ads_user_tag_detail
hr-标签平台,tag_JXZS01017,dwd.dwd_hunter_resumehunter_basicdata,ads.ads_hunter_user_tag_detail
hr-标签平台,ZS01024,dwd.dwd_hr_resume_basicdata,ads.ads_user_tag_detail
hr-标签平台,ZS01025,dwd.dwd_hr_resume_basicdata,ads.ads_user_tag_detail
hr-标签平台,ZS02002,dwd.dwd_register_data,ads.ads_user_tag_detail
hr-标签平台,ZS02002,dwd.dwd_hr_resume_deliverrecord,ads.ads_user_tag_detail
hr-标签平台,tag_RB05005,dwd.dwd_hr_view_job_info,ads.ads_user_tag_detail
hr-标签平台,tag_RB05005,dwd.dwd_hr_job_basicdata,ads.ads_user_tag_detail
hr-标签平台,tag_RB05005,dwd.dwd_hr_job_analysis_label_chain,ads.ads_user_tag_detail
hr-标签平台,tag_RB05006,dwd.dwd_hr_view_job_info,ads.ads_user_tag_detail
hr-标签平台,tag_RB05006,dwd.dwd_hr_job_basicdata,ads.ads_user_tag_detail
hr-标签平台,ZS02006,dwd.dwd_register_data,ads.ads_user_tag_detail
hr-标签平台,ZS02006,dwd.dwd_hr_resume_basicdata,ads.ads_user_tag_detail
hr-标签平台,ZS03001,dwd.dwd_register_data,ads.ads_user_tag_detail
hr-标签平台,ZS03002,dwd.dwd_register_data,ads.ads_user_tag_detail
hr-标签平台,tag_RB05008,dwd.dwd_hr_view_job_info,ads.ads_user_tag_detail
hr-标签平台,tag_RB05008,dwd.dwd_hr_job_basicdata,ads.ads_user_tag_detail
hr-标签平台,tag_RB06001,ods.ods_hr_company_attentionrecord,ads.ads_user_tag_detail
hr-标签平台,tag_RB06001,ods.ods_hr_company_industrytyperecord,ads.ads_user_tag_detail
hr-标签平台,tag_RB06002,ods.ods_hr_company_attentionrecord,ads.ads_user_tag_detail
hr-标签平台,tag_RB06002,dwd.dwd_hr_company_basicdata,ads.ads_user_tag_detail
hr-标签平台,tag_RB06003,ods.ods_hr_job_collectrecord,ads.ads_user_tag_detail
hr-标签平台,tag_RB06003,dwd.dwd_hr_job_basicdata,ads.ads_user_tag_detail
hr-标签平台,tag_RB09001,dwd.dwd_hr_resume_deliverrecord,ads.ads_user_tag_detail
hr-标签平台,tag_RB09001,dwd.dwd_hr_job_basicdata,ads.ads_user_tag_detail
hr-标签平台,tag_RB09001,dwd.dwd_hr_job_analysis_label_chain,ads.ads_user_tag_detail
hr-标签平台,tag_RB09002,dwd.dwd_hr_resume_deliverrecord,ads.ads_user_tag_detail
hr-标签平台,tag_RB09002,dwd.dwd_hr_job_basicdata,ads.ads_user_tag_detail
hr-标签平台,tag_RB09003,dwd.dwd_hr_resume_deliverrecord,ads.ads_user_tag_detail
hr-标签平台,tag_RB09003,dwd.dwd_hr_job_basicdata,ads.ads_user_tag_detail
hr-标签平台,tag_RB09004,dwd.dwd_hr_resume_deliverrecord,ads.ads_user_tag_detail
hr-标签平台,tag_RB09004,dwd.dwd_hr_job_basicdata,ads.ads_user_tag_detail
hr-标签平台,tag_RB09005,dwd.dwd_hr_resume_deliverrecord,ads.ads_user_tag_detail
hr-标签平台,tag_RB09005,dwd.dwd_hr_company_basicdata,ads.ads_user_tag_detail
hr-标签平台,tag_RB09006,dwd.dwd_hr_resume_deliverrecord,ads.ads_user_tag_detail
hr-标签平台,tag_RB09006,dwd.dwd_hr_job_basicdata,ads.ads_user_tag_detail
hr-标签平台,tag_RV02002,dwd.dwd_hr_resume_basicdata,ads.ads_user_tag_detail
hr-标签平台,tag_RV02002,ods.ods_hr_resume_practiceexperience,ads.ads_user_tag_detail
hr-标签平台,tag_RV02002,ods.ods_hr_resume_educationbasicdata,ads.ads_user_tag_detail
hr-标签平台,tag_RV02003,dwd.dwd_hr_resume_basicdata,ads.ads_user_tag_detail
hr-标签平台,tag_RV02003,ods.ods_hr_resume_practiceexperience,ads.ads_user_tag_detail
hr-标签平台,tag_RV03002,ods.ods_resume_attachment,ads.ads_user_tag_detail
hr-标签平台,tag_RV03002,ods.ods_hr_resume_import_parse_record,ads.ads_user_tag_detail
hr-标签平台,tag_RV04002,dwd.dwd_hr_resume_basicdata,ads.ads_user_tag_detail
hr-标签平台,tag_ZS01015,dwd.dwd_hr_resume_basicdata,ads.ads_user_tag_detail
hr-标签平台,tag_ZS01015,ods.ods_hr_resume_educationbasicdata,ads.ads_user_tag_detail
hr-标签平台,tag_ZS01016,dwd.dwd_hr_resume_basicdata,ads.ads_user_tag_detail
hr-标签平台,tag_ZS01016,ods.ods_hr_resume_educationbasicdata,ads.ads_user_tag_detail
hr-标签平台,ZS01002,dwd.dwd_hr_resume_basicdata,ads.ads_user_tag_detail
hr-标签平台,ZS01004,dwd.dwd_hr_resume_basicdata,ads.ads_user_tag_detail
hr-标签平台,ZS01005,dwd.dwd_hr_resume_basicdata,ads.ads_user_tag_detail
hr-标签平台,ZS01006,dwd.dwd_hr_resume_basicdata,ads.ads_user_tag_detail
hr-标签平台,ZS01006,ods.ods_hr_resume_dictionarybegposition_region_province,ads.ads_user_tag_detail
hr-标签平台,ZS02003,dwd.dwd_register_data,ads.ads_user_tag_detail
hr-标签平台,ZS02003,ads.ads_active_user_record,ads.ads_user_tag_detail
hr-运营绩效,ads.ads_resume_delivery_quitity_statistics,dwd.dwd_hr_resume_deliverrecord,ads.ads_resume_delivery_quitity_statistics
hr-运营绩效,ads.ads_resume_delivery_quitity_statistics,dwd.dwd_hr_resume_basicdata,ads.ads_resume_delivery_quitity_statistics
hr-运营绩效,ads.ads_resume_delivery_quitity_statistics,dwd.dwd_hr_resume_educationbasicdata,ads.ads_resume_delivery_quitity_statistics
hr-运营绩效,ads.ads_resume_delivery_quitity_statistics,ods.ods_hr_resume_dictionarybegposition_region_province,ads.ads_resume_delivery_quitity_statistics
hr-运营绩效,ads.ads_resume_delivery_quitity_statistics,dwd.dwd_hr_job_basicdata,ads.ads_resume_delivery_quitity_statistics
hr-运营绩效,ads.ads_resume_delivery_quitity_statistics,dwd.dwd_hr_company_basicdata,ads.ads_resume_delivery_quitity_statistics
hr-运营绩效,ads.ads_resume_delivery_quitity_statistics,ods.ods_hr_resume_dictionarybegposition_industry,ads.ads_resume_delivery_quitity_statistics
hr-运营绩效,ads_important_post_profect_resumes_active_province_statistics,dws.dws_browse_user_page_statistics_day,ads.ads_important_post_profect_resumes_active_province_statistics
hr-运营绩效,ads_important_post_profect_resumes_active_province_statistics,dwd.dwd_hr_resume_basicdata,ads.ads_important_post_profect_resumes_active_province_statistics
hr-运营绩效,ads_important_post_profect_resumes_active_province_statistics,ods.ods_hr_resume_dictionarybegposition_industry,ads.ads_important_post_profect_resumes_active_province_statistics
hr-运营绩效,ads_important_post_profect_resumes_active_province_statistics,ods.ods_hr_resume_dictionarybegposition,ads.ads_important_post_profect_resumes_active_province_statistics
hr-运营绩效,ads_important_post_profect_resumes_active_province_statistics,ods.ods_hr_resume_practiceexperience,ads.ads_important_post_profect_resumes_active_province_statistics
hr-运营绩效,ads_important_post_profect_resumes_active_province_statistics,ods.ods_hr_resume_dictionarybegposition_region_province,ads.ads_important_post_profect_resumes_active_province_statistics
hr-运营绩效,ads_important_post_profect_resumes_delivery_province_statistics,dwd.dwd_hr_resume_deliverrecord,ads.ads_important_post_profect_resumes_delivery_province_statistics
hr-运营绩效,ads_important_post_profect_resumes_delivery_province_statistics,dwd.dwd_hr_resume_basicdata,ads.ads_important_post_profect_resumes_delivery_province_statistics
hr-运营绩效,ads_important_post_profect_resumes_delivery_province_statistics,ods.ods_hr_resume_dictionarybegposition_industry,ads.ads_important_post_profect_resumes_delivery_province_statistics
hr-运营绩效,ads_important_post_profect_resumes_delivery_province_statistics,ods.ods_hr_resume_dictionarybegposition,ads.ads_important_post_profect_resumes_delivery_province_statistics
hr-运营绩效,ads_important_post_profect_resumes_delivery_province_statistics,ods.ods_hr_resume_practiceexperience,ads.ads_important_post_profect_resumes_delivery_province_statistics
hr-运营绩效,ads_important_post_profect_resumes_delivery_province_statistics,ods.ods_hr_resume_dictionarybegposition_region_province,ads.ads_important_post_profect_resumes_delivery_province_statistics
hr-运营绩效,ads_important_post_profect_resumes_intend_province_statistics,dwd.dwd_hr_resume_basicdata,ads.ads_important_post_profect_resumes_intend_province_statistics
hr-运营绩效,ads_important_post_profect_resumes_intend_province_statistics,ods.ods_hr_resume_dictionarybegposition_industry,ads.ads_important_post_profect_resumes_intend_province_statistics
hr-运营绩效,ads_important_post_profect_resumes_intend_province_statistics,ods.ods_hr_resume_dictionarybegposition,ads.ads_important_post_profect_resumes_intend_province_statistics
hr-运营绩效,ads_important_post_profect_resumes_intend_province_statistics,ods.ods_hr_resume_practiceexperience,ads.ads_important_post_profect_resumes_intend_province_statistics
hr-运营绩效,ads_important_post_profect_resumes_intend_province_statistics,ods.ods_hr_resume_dictionarybegposition_region_province,ads.ads_important_post_profect_resumes_intend_province_statistics
hr-运营绩效,ads_page_view_weekly_statistics,dws.dws_browse_user_page_statistics_day,ads.ads_page_view_weekly_statistics
hr-运营绩效,ads_industry_mau_statistics,ads.ads_active_user_record,ads.ads_industry_mau_statistics
hr-运营绩效,ads_industry_mau_statistics,ods.ods_hr_company_hrinfo,ads.ads_industry_mau_statistics
hr-运营绩效,ads_important_post_resumes_intend_province_statistics,dwd.dwd_hr_resume_basicdata,ads.ads_important_post_resumes_intend_province_statistics
hr-运营绩效,ads_important_post_resumes_intend_province_statistics,ods.ods_hr_resume_dictionarybegposition_industry,ads.ads_important_post_resumes_intend_province_statistics
hr-运营绩效,ads_important_post_resumes_intend_province_statistics,ods.ods_hr_resume_dictionarybegposition,ads.ads_important_post_resumes_intend_province_statistics
hr-运营绩效,ads_important_post_resumes_intend_province_statistics,ods.ods_hr_resume_dictionarybegposition_region_province,ads.ads_important_post_resumes_intend_province_statistics
hr-运营绩效,ads_important_post_resumes_intend_province_statistics,ods.ods_hr_resume_practiceexperience,ads.ads_important_post_resumes_intend_province_statistics
hr-运营绩效,ads_important_post_resumes_statistics,dwd.dwd_hr_resume_basicdata,ads.ads_important_post_resumes_statistics
hr-运营绩效,ads_important_post_resumes_statistics,ods.ods_hr_resume_dictionarybegposition_industry,ads.ads_important_post_resumes_statistics
hr-运营绩效,ads_important_post_resumes_statistics,ods.ods_hr_resume_dictionarybegposition,ads.ads_important_post_resumes_statistics
hr-运营绩效,ads_important_post_resumes_statistics,ods.ods_hr_resume_dictionarybegposition_region_province,ads.ads_important_post_resumes_statistics
hr-运营绩效,ads_important_post_resumes_statistics,ods.ods_hr_resume_practiceexperience,ads.ads_important_post_resumes_statistics
hr-运营绩效,ads_industry_next_day_active_statistics,ads.ads_active_user_record,ads.ads_industry_next_day_active_statistics
hr-运营绩效,ads_roadmap_view_weekly_statistics,dws.dws_browse_user_page_statistics_day,ads.ads_roadmap_view_weekly_statistics
hr-数据清洗,dwd_hr_udm_intend_city,ods.ods_hr_resume_dictionarybegposition_region_province,dwd.dwd_hr_udm_intend_city
hr-数据清洗,dwd_hr_udm_intend_city,dwd.dwd_hr_resume_basicdata,dwd.dwd_hr_udm_intend_city
hr-数据清洗,dwd_hr_udm_intend_industry,ods.ods_hr_resume_dictionarybegposition_industry,dwd.dwd_hr_udm_intend_industry
hr-数据清洗,dwd_hr_udm_intend_position,ods.ods_hr_resume_dictionarybegposition,dwd.dwd_hr_udm_intend_position
hr-数据清洗,dwd_hr_udm_intend_position,dwd.dwd_hr_resume_basicdata,dwd.dwd_hr_udm_intend_position
hr-数据清洗,dwd_hr_udm_resume_education,ods.ods_hr_resume_educationbasicdata,dwd.dwd_hr_udm_resume_education
hr-数据清洗,dwd_hr_udm_resume_education,dwd.dwd_hr_resume_basicdata,dwd.dwd_hr_udm_resume_education
hr-数据清洗,dwd_hr_udm_resume_practice_experience,ods.ods_hr_resume_practiceexperience,dwd.dwd_hr_udm_resume_practice_experience
hr-数据清洗,dwd_hr_udm_resume_practice_experience,dwd.dwd_hr_resume_basicdata,dwd.dwd_hr_udm_resume_practice_experience
hr-数据清洗,test,ods.ods_hr_resume_educationbasicdata,dwd.dwd_hr_udm_resume_education
hr-数据清洗,test,dwd.dwd_hr_resume_basicdata,dwd.dwd_hr_udm_resume_education
